Permit Category,County Agency,Permit Case ID,Permit Case Year,Permit Type,Case Name,Street Address,City,Zip Code,Permit Issuance Date,Expected Construction Cost,Location
Building Permit,DPIE,3143786,2021,DPIE ER,"3143786 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143758,2021,DPIE ER,"3143758 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143783,2021,DPIE ER,"3143783 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143791,2021,DPIE ER,"3143791 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143754,2021,DPIE ER,"3143754 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143766,2021,DPIE ER,"3143766 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143779,2021,DPIE ER,"3143779 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143730,2021,DPIE ER,"3143730 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143772,2021,DPIE ER,"3143772 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143738,2021,DPIE ER,"3143738 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 15 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3143794,2021,DPIE ER,"3143794 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 16 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167444,2021,UO,"A1 UNIFORM SALES CO, INC. USE",9592 BALTIMORE,COLLEGE PARK,20740,December 16 2021,0,"9592 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3186725,2021,DPIE ER,"3186725 True Electric, LLC",8704 35TH,COLLEGE PARK,20740,December 16 2021,0,"8704 35TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151280,2021,DPIE ER,"3151280 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151245,2021,DPIE ER,"3151245 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151314,2021,DPIE ER,"3151314 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151316,2021,DPIE ER,"3151316 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151184,2021,DPIE ER,"3151184 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3182335,2021,FIR,EZ Storage Corporation FIRE ALARM SYSTEM,5151 BRANCHVILLE,COLLEGE PARK,20740,December 17 2021,"19,000","5151 BRANCHVILLE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151189,2021,DPIE ER,"3151189 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151236,2021,DPIE ER,"3151236 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151228,2021,DPIE ER,"3151228 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151210,2021,DPIE ER,"3151210 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151181,2021,DPIE ER,"3151181 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151241,2021,DPIE ER,"3151241 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151234,2021,DPIE ER,"3151234 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151205,2021,DPIE ER,"3151205 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151198,2021,DPIE ER,"3151198 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151319,2021,DPIE ER,"3151319 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151215,2021,DPIE ER,"3151215 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151213,2021,DPIE ER,"3151213 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3150019,2021,SGU,RIDER QOF LLC NEW SFD,9001 48TH,COLLEGE PARK,20740,December 17 2021,"150,000","9001 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151220,2021,DPIE ER,"3151220 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151279,2021,DPIE ER,"3151279 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151203,2021,DPIE ER,"3151203 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151256,2021,DPIE ER,"3151256 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151188,2021,DPIE ER,"3151188 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151235,2021,DPIE ER,"3151235 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151312,2021,DPIE ER,"3151312 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151233,2021,DPIE ER,"3151233 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151253,2021,DPIE ER,"3151253 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151196,2021,DPIE ER,"3151196 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151197,2021,DPIE ER,"3151197 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151224,2021,DPIE ER,"3151224 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151211,2021,DPIE ER,"3151211 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151204,2021,DPIE ER,"3151204 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151270,2021,DPIE ER,"3151270 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3127979,2020,CE,Southern Management - DECK/EXT WORK,9658 BALTIMORE,COLLEGE PARK,20740,December 17 2021,"300,000","9658 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151219,2021,DPIE ER,"3151219 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151273,2021,DPIE ER,"3151273 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151192,2021,DPIE ER,"3151192 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151232,2021,DPIE ER,"3151232 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151217,2021,DPIE ER,"3151217 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151194,2021,DPIE ER,"3151194 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151207,2021,DPIE ER,"3151207 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3094105,2019,SITE DEVELOPMENT FINE GRADING PERMIT,LORD CALVERT MANOR COLLEGE PARK,7200 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"7200 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151186,2021,DPIE ER,"3151186 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151317,2021,DPIE ER,"3151317 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151244,2021,DPIE ER,"3151244 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151274,2021,DPIE ER,"3151274 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151162,2021,DPIE ER,"3151162 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151182,2021,DPIE ER,"3151182 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151272,2021,DPIE ER,"3151272 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 17 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159656,2021,DPIE ER,"3159656 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159731,2021,DPIE ER,"3159731 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159779,2021,DPIE ER,"3159779 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159610,2021,DPIE ER,"3159610 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160115,2021,DPIE ER,"3160115 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151179,2021,DPIE ER,"3151179 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160121,2021,DPIE ER,"3160121 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159735,2021,DPIE ER,"3159735 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159635,2021,DPIE ER,"3159635 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159643,2021,DPIE ER,"3159643 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160116,2021,DPIE ER,"3160116 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160110,2021,DPIE ER,"3160110 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159748,2021,DPIE ER,"3159748 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159770,2021,DPIE ER,"3159770 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159836,2021,DPIE ER,"3159836 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159623,2021,DPIE ER,"3159623 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159651,2021,DPIE ER,"3159651 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159785,2021,DPIE ER,"3159785 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3184990,2021,FIR,BALTIMORE AVE LLC Fire Suppression,9204 BALTIMORE,COLLEGE PARK,20740,December 20 2021,"13,556","9204 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159783,2021,DPIE ER,"3159783 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159833,2021,DPIE ER,"3159833 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187143,2021,DPIE ER,"3187143 FH FURR PLUMBING, HEATING, A/C, & ELECTRICAL, INC.",9521 48TH,COLLEGE PARK,20740,December 20 2021,0,"9521 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159586,2021,DPIE ER,"3159586 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159594,2021,DPIE ER,"3159594 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160123,2021,DPIE ER,"3160123 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159599,2021,DPIE ER,"3159599 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160101,2021,DPIE ER,"3160101 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187134,2021,DPIE ER,"3187134 S & S Electric, LLC",6908 WAKE FOREST,COLLEGE PARK,20740,December 20 2021,0,"6908 WAKE FOREST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159640,2021,DPIE ER,"3159640 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159753,2021,DPIE ER,"3159753 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159733,2021,DPIE ER,"3159733 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159761,2021,DPIE ER,"3159761 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159645,2021,DPIE ER,"3159645 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159596,2021,DPIE ER,"3159596 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159835,2021,DPIE ER,"3159835 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159631,2021,DPIE ER,"3159631 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159742,2021,DPIE ER,"3159742 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159728,2021,DPIE ER,"3159728 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160108,2021,DPIE ER,"3160108 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159613,2021,DPIE ER,"3159613 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159647,2021,DPIE ER,"3159647 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159737,2021,DPIE ER,"3159737 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3100139,2020,SITE DEVELOPMENT FINE GRADING PERMIT,COLLEGE PARK,4422 KNOX,COLLEGE PARK,20740,December 20 2021,0,"4422 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159618,2021,DPIE ER,"3159618 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3151257,2021,DPIE ER,"3151257 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159830,2021,DPIE ER,"3159830 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3100139,2020,SITE DEVELOPMENT FINE GRADING PERMIT,COLLEGE PARK,4423 LEHIGH,COLLEGE PARK,20740,December 20 2021,0,"4423 LEHIGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160119,2021,DPIE ER,"3160119 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159653,2021,DPIE ER,"3159653 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3100139,2020,SITE DEVELOPMENT FINE GRADING PERMIT,COLLEGE PARK,4340 KNOX,COLLEGE PARK,20740,December 20 2021,0,"4340 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159765,2021,DPIE ER,"3159765 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159827,2021,DPIE ER,"3159827 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160105,2021,DPIE ER,"3160105 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159759,2021,DPIE ER,"3159759 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159837,2021,DPIE ER,"3159837 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3159603,2021,DPIE ER,"3159603 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 20 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166962,2021,DPIE ER,"3166962 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161175,2021,DPIE ER,"3161175 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3165473,2021,DPIE ER,"3165473 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3160467,2021,DPIE ER,"3160467 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161108,2021,DPIE ER,"3161108 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3166993,2021,DPIE ER,"3166993 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167034,2021,DPIE ER,"3167034 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161032,2021,DPIE ER,"3161032 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161114,2021,DPIE ER,"3161114 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3163087,2021,DPIE ER,"3163087 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3187360,2021,DPIE Online MECC,3187360,4809 OSAGE,COLLEGE PARK,20740,December 21 2021,"7,599","4809 OSAGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3167039,2021,DPIE ER,"3167039 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161053,2021,DPIE ER,"3161053 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161162,2021,DPIE ER,"3161162 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161160,2021,DPIE ER,"3161160 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3161001,2021,DPIE ER,"3161001 IES Residential, Inc.",8430 BALTIMORE,COLLEGE PARK,20740,December 21 2021,0,"8430 BALTIMORE COLLEGE PARK,MD 20740"
