Permit Category,County Agency,Permit Case ID,Permit Case Year,Permit Type,Case Name,Street Address,City,Zip Code,Permit Issuance Date,Expected Construction Cost,Location
Building Permit,DPIE,2969010,2018,DPIE SW,DUNKIN DONUTS SIGN,4300 HARTWICK,COLLEGE PARK,20740,February 27 2019,"2,000","4300 HARTWICK COLLEGE PARK,MD 20740"
Building Permit,DPIE,2992085,2018,S,PLAYA BOWLS WALL SIGN,7417 BALTIMORE,COLLEGE PARK,20740,February 27 2019,"5,400","7417 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3006478,2019,DPIE EC,3006478 Campbell & Son Electric,10240 BALTIMORE,COLLEGE PARK,20740,February 27 2019,0,"10240 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2995150,2018,DPIE CGW,COLLEGE PARK PENT HOLINESS CHURCH,3828 UNIVERSITY,COLLEGE PARK,20740,February 28 2019,"23,000","3828 UNIVERSITY COLLEGE PARK,MD 20740"
Health Permit,DPIE,3003385,2019,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,POKI DC,4209 KNOX,COLLEGE PARK,20740,February 28 2019,0,"4209 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3006848,2019,RW,,8413 PATUXENT,COLLEGE PARK,20740,March 01 2019,"12,348","8413 PATUXENT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3006969,2019,DPIE EC,3006969 SHINE ELECTRICAL GROUP LTD,8601 BALTIMORE,COLLEGE PARK,20740,March 01 2019,0,"8601 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3006668,2019,RW,CRUZ WATERPROOFING,9602 48TH,COLLEGE PARK,20740,March 01 2019,"6,000","9602 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,2997781,2019,S,AT&T WALL SIGN,7236 BALTIMORE,COLLEGE PARK,20740,March 01 2019,"2,300","7236 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3006980,2019,DPIE ER,3006980 J W Electric Service,7512 EDMONSTON,COLLEGE PARK,20740,March 01 2019,0,"7512 EDMONSTON COLLEGE PARK,MD 20740"
Building Permit,DPIE,3005269,2019,R,TSCHIFFELY SOL PAN,5722 NEVADA,COLLEGE PARK,20740,March 04 2019,"13,420","5722 NEVADA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3007300,2019,RW,LOPEZ INTERIOR DRAINTILE,8419 57TH,COLLEGE PARK,20740,March 04 2019,"2,200","8419 57TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3006877,2019,RW,JOHNSON BASEMENT,9503 50TH,COLLEGE PARK,20740,March 04 2019,"20,000","9503 50TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3007490,2019,DPIE EC,3007490 Vivint Solar Developers LLC,5722 NEVADA,COLLEGE PARK,20740,March 05 2019,0,"5722 NEVADA COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,2996956,2018,SITE DEVELOPMENT FINE GRADING PERMIT,SUNNYSIDE,5225 PALCO,COLLEGE PARK,20740,March 06 2019,0,"5225 PALCO COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3007691,2019,RESIDENTIAL DRIVEWAY PERMIT,ADDN TO BERWYN,8408 POTOMAC,COLLEGE PARK,20740,March 06 2019,0,"8408 POTOMAC COLLEGE PARK,MD 20740"
Health Permit,DPIE,3003418,2019,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,T SWIRL CREPE,7313 BALTIMORE,COLLEGE PARK,20740,March 07 2019,0,"7313 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3008132,2019,RESIDENTIAL DRIVEWAY PERMIT,ADDN TO BERWYN,8310 48TH,COLLEGE PARK,20740,March 07 2019,0,"8310 48TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,2995549,2018,CU,JPMORGAN CHASE FITOUT,7419 BALTIMORE,COLLEGE PARK,20740,March 07 2019,"775,713","7419 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2995570,2018,DPIE CG,JPMORGAN CHASE EXTERIOR ALT,7419 BALTIMORE,COLLEGE PARK,20740,March 07 2019,"71,700","7419 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3008228,2019,DPIE Online MECC,3008228,5110 NAVAHOE,COLLEGE PARK,20740,March 08 2019,"5,800","5110 NAVAHOE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3008324,2019,DPIE EC,3008324 Muzak LLC,8601 BALTIMORE,COLLEGE PARK,20740,March 08 2019,0,"8601 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3008237,2019,DPIE Online MECC,3008237,5116 HOLLYWOOD,COLLEGE PARK,20740,March 08 2019,"3,431.48","5116 HOLLYWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3008490,2019,DPIE ER,3008490 JAR ELECTRIC LLC,4510 AMHERST,COLLEGE PARK,20740,March 10 2019,0,"4510 AMHERST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3005943,2019,CEW,Tele - AT&T,6200 WESTCHESTER PARK,COLLEGE PARK,20740,March 11 2019,0,"6200 WESTCHESTER PARK COLLEGE PARK,MD 20740"
Building Permit,DPIE,3008516,2019,DPIE ER,3008516 ghe electric services inc,9242 LIMESTONE,COLLEGE PARK,20740,March 11 2019,0,"9242 LIMESTONE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2998306,2019,DPIE UOW,MARYLAND JEWISH EXPERIENCE U&O,4607 KNOX,COLLEGE PARK,20740,March 12 2019,0,"4607 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,2989072,2018,DPIE SW,UMCPF SIGNS,7878 DIAMONDBACK,COLLEGE PARK,20742,March 12 2019,"12,000","7878 DIAMONDBACK COLLEGE PARK,MD 20742"
Building Permit,DPIE,2989070,2018,DPIE SW,UMCPF SIGNS,7878 DIAMONDBACK,COLLEGE PARK,20742,March 12 2019,"12,000","7878 DIAMONDBACK COLLEGE PARK,MD 20742"
Building Permit,DPIE,2989071,2018,DPIE SW,UMCPF SIGNS,7878 DIAMONDBACK,COLLEGE PARK,20742,March 12 2019,"12,000","7878 DIAMONDBACK COLLEGE PARK,MD 20742"
Building Permit,DPIE,2989073,2018,DPIE SW,UMCPF SIGNS,7878 DIAMONDBACK,COLLEGE PARK,20742,March 12 2019,"12,000","7878 DIAMONDBACK COLLEGE PARK,MD 20742"
Building Permit,DPIE,3009236,2019,DPIE EC,"3009236 ARK Sign Services, Inc.",7346 BALTIMORE,COLLEGE PARK,20740,March 13 2019,0,"7346 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3003796,2019,DPIE SW,CPS KNOX MEMBER LLC SIGN,7346 BALTIMORE,COLLEGE PARK,20740,March 13 2019,"1,200","7346 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3003794,2019,DPIE SW,CPS KNOX MEMBER LLC SIGN,7346 BALTIMORE,COLLEGE PARK,20740,March 13 2019,500,"7346 BALTIMORE COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,2981670,2018,SITE DEVELOPMENT FINE GRADING PERMIT,"COLLEGE PARK-EASTERDAY & HALDE, LOT 29, BLK 1, LOT S 33-36, BLK 2, Infill",4705 HOWARD,COLLEGE PARK,20740,March 15 2019,0,"4705 HOWARD COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,2981670,2018,SITE DEVELOPMENT FINE GRADING PERMIT,"COLLEGE PARK-EASTERDAY & HALDE, LOT 29, BLK 1, LOT S 33-36, BLK 2, Infill",4708 HOWARD,COLLEGE PARK,20740,March 15 2019,0,"4708 HOWARD COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,3009670,2019,RESIDENTIAL DRIVEWAY PERMIT,HOLLYWOOD,9808 53RD,COLLEGE PARK,20740,March 15 2019,"3,150","9808 53RD COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,2981670,2018,SITE DEVELOPMENT FINE GRADING PERMIT,"COLLEGE PARK-EASTERDAY & HALDE, LOT 29, BLK 1, LOT S 33-36, BLK 2, Infill",4710 HOWARD,COLLEGE PARK,20740,March 15 2019,0,"4710 HOWARD COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,2981670,2018,SITE DEVELOPMENT FINE GRADING PERMIT,"COLLEGE PARK-EASTERDAY & HALDE, LOT 29, BLK 1, LOT S 33-36, BLK 2, Infill",4712 HOWARD,COLLEGE PARK,20740,March 15 2019,0,"4712 HOWARD COLLEGE PARK,MD 20740"
Building Permit,DPIE,2964190,2018,DPIE CG,UNIVERSITY OF MARYLAND,395 GREENMEAD,COLLEGE PARK,20740,March 15 2019,"350,000","395 GREENMEAD COLLEGE PARK,MD 20740"
Site Road Permit,DPIE,2981670,2018,SITE DEVELOPMENT FINE GRADING PERMIT,"COLLEGE PARK-EASTERDAY & HALDE, LOT 29, BLK 1, LOT S 33-36, BLK 2, Infill",4714 HOWARD,COLLEGE PARK,20740,March 15 2019,0,"4714 HOWARD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3009454,2019,DPIE UOW,"Mohamed Kamil Insurance Agency, INC. USE",5010 BRANCHVILLE,COLLEGE PARK,20740,March 18 2019,0,"5010 BRANCHVILLE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010176,2019,DPIE ER,3010176 Esco Electric Corp,7000 DARTMOUTH,COLLEGE PARK,20740,March 18 2019,0,"7000 DARTMOUTH COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982693,2018,TGU,COLLEGE PARK LOTS - CALATLANTIC - ARCADIA MODEL - #TH-30,4731 CHEROKEE,COLLEGE PARK,20740,March 19 2019,"150,000","4731 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982695,2018,TGU,COLLEGE PARK LOTS - CALATLANTIC - ARCADIA MODEL - #TH-30,4735 CHEROKEE,COLLEGE PARK,20740,March 19 2019,"150,000","4735 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982697,2018,TGU,COLLEGE PARK LOTS - CALATLANTIC - ARCADIA MODEL - #TH-30,4739 CHEROKEE,COLLEGE PARK,20740,March 19 2019,"150,000","4739 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982694,2018,TGU,COLLEGE PARK LOTS - CALATLANTIC - ARCADIA MODEL - #TH-30,4733 CHEROKEE,COLLEGE PARK,20740,March 19 2019,"150,000","4733 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982696,2018,TGU,COLLEGE PARK LOTS - CALATLANTIC - ARCADIA MODEL - #TH-30,4737 CHEROKEE,COLLEGE PARK,20740,March 19 2019,"150,000","4737 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982698,2018,TGU,COLLEGE PARK LOTS - CALATLANTIC - ARCADIA MODEL - #TH-30,4741 CHEROKEE,COLLEGE PARK,20740,March 19 2019,"150,000","4741 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010501,2019,DPIE ER,3010501 BGE Home,7403 SWEETBRIAR,COLLEGE PARK,20740,March 20 2019,0,"7403 SWEETBRIAR COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010495,2019,DPIE Online MECC,3010495,7403 SWEETBRIAR,COLLEGE PARK,20740,March 20 2019,"4,340","7403 SWEETBRIAR COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010918,2019,DPIE ER,3010918 Spartan Electric,4741 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4741 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010911,2019,DPIE ER,3010911 Spartan Electric,4733 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4733 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010925,2019,DPIE ER,3010925 Spartan Electric,4715 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4715 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010854,2019,DPIE ER,3003481 Kaywell Construction Corporation,8700 BALTIMORE,COLLEGE PARK,20740,March 21 2019,0,"8700 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010917,2019,DPIE ER,3010917 Spartan Electric,4739 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4739 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010908,2019,DPIE ER,3010908 Spartan Electric,4731 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4731 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3006604,2019,DPIE UOW,DORM LLC USE,7404 RHODE ISLAND,COLLEGE PARK,20740,March 21 2019,0,"7404 RHODE ISLAND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010927,2019,DPIE ER,3010927 Spartan Electric,4717 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4717 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010922,2019,DPIE ER,3010922 Spartan Electric,4713 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4713 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010930,2019,DPIE ER,3010930 Spartan Electric,4719 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4719 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3007665,2019,DPIE UOW,DORM LLC USE,7400 RHODE ISLAND,COLLEGE PARK,20740,March 21 2019,0,"7400 RHODE ISLAND COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010816,2019,FIRW,STAR VIEW PLAZA LLC FIRE,8700 BALTIMORE,COLLEGE PARK,20740,March 21 2019,0,"8700 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3011018,2019,DPIE Online MECC,3011018,8113 51ST,COLLEGE PARK,20740,March 21 2019,"8,000","8113 51ST COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010920,2019,DPIE ER,3010920 Spartan Electric,4711 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4711 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010916,2019,DPIE ER,3010916 Spartan Electric,4737 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4737 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010915,2019,DPIE ER,3010915 Spartan Electric,4735 CHEROKEE,COLLEGE PARK,20740,March 21 2019,0,"4735 CHEROKEE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3010888,2015,FOOD SERVICE FACILITY -> NON PROFIT,SABRA DELI / MARYLAND HILLEL KOSHER DINING,7612 MOWATT,COLLEGE PARK,20740,March 21 2019,0,"7612 MOWATT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3011171,2019,DPIE EC,2998104 AA Electric Company Incorporated,10211 BALTIMORE,COLLEGE PARK,20740,March 22 2019,0,"10211 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3011052,2019,DPIE EC,3011052 AA Electric Company Incorporated,10211 BALTIMORE,COLLEGE PARK,20740,March 22 2019,0,"10211 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010533,2019,RW,US BANK TRUST NA INT. WORK,4814 BLACKFOOT,COLLEGE PARK,20740,March 22 2019,"45,000","4814 BLACKFOOT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3011472,2019,DPIE Online MECC,3011472,5927 NATASHA,COLLEGE PARK,20740,March 25 2019,"6,000","5927 NATASHA COLLEGE PARK,MD 20740"
Building Permit,DPIE,3000550,2019,DPIE RGUW,SOUDER ADDITION,5204 PALCO,COLLEGE PARK,20740,March 26 2019,"100,000","5204 PALCO COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010568,2019,DPIE RGW,FORNEY PORCH,6201 PONTIAC,COLLEGE PARK,20740,March 26 2019,0,"6201 PONTIAC COLLEGE PARK,MD 20740"
Building Permit,DPIE,3001932,2019,DPIE SW,CAMPUS VILLAGE SIGN,8145 BALTIMORE,COLLEGE PARK,20740,March 27 2019,"1,000","8145 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012216,2019,DPIE ER,3012216 LS Systems,4604 COLLEGE,COLLEGE PARK,20740,March 27 2019,0,"4604 COLLEGE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012081,2019,DPIE Online MECC,3012081,9611 49TH,COLLEGE PARK,20740,March 27 2019,"6,900","9611 49TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3011996,2019,DPIE ER,3011996 Michael and Son Services Inc,8809 34TH,COLLEGE PARK,20740,March 27 2019,0,"8809 34TH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012203,2019,DPIE UOW,Tima's Hair Braiding USE,6215 GREENBELT,COLLEGE PARK,20740,March 27 2019,0,"6215 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012309,2019,DPIE ER,3012309 BGE Home,9723 53RD,COLLEGE PARK,20740,March 28 2019,0,"9723 53RD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010776,2019,FIRW,CALATLANTIC GROUP INC FIRE,4717 CHEROKEE,COLLEGE PARK,20740,March 28 2019,"2,500","4717 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010775,2019,FIRW,CALATLANTIC GROUP INC FIRE,4715 CHEROKEE,COLLEGE PARK,20740,March 28 2019,"2,500","4715 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010773,2019,FIRW,CALATLANTIC GROUP INC FIRE,4711 CHEROKEE,COLLEGE PARK,20740,March 28 2019,"2,500","4711 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012254,2018,CUW,BALKONIE RESTAURANT GROUP LLC USE,6323 GREENBELT,COLLEGE PARK,20740,March 28 2019,"3,000","6323 GREENBELT COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010777,2019,FIRW,CALATLANTIC GROUP INC FIRE,4719 CHEROKEE,COLLEGE PARK,20740,March 28 2019,"2,500","4719 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3008178,2019,CEW,CAMPUS VILLAGE SHP CTR JT VNTR,8147 BALTIMORE,COLLEGE PARK,20740,March 28 2019,"96,000","8147 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012162,2018,CU,JPMORGAN CHASE FITOUT,7417 BALTIMORE,COLLEGE PARK,20740,March 28 2019,0,"7417 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3010774,2019,FIRW,CALATLANTIC GROUP INC FIRE,4713 CHEROKEE,COLLEGE PARK,20740,March 28 2019,"2,500","4713 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012656,2019,DPIE ER,3012656 Steed Electric,4711 BERWYN,COLLEGE PARK,20740,March 28 2019,0,"4711 BERWYN COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012763,2019,DPIE Online MECC,3012763,7501 DARTMOUTH,COLLEGE PARK,20740,March 29 2019,"7,000","7501 DARTMOUTH COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982680,2018,TGU,COLLEGE PARK - CALATLANTIC - ARCADIA MODEL - #TH-30,4747 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"250,000","4747 CHEROKEE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3013834,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,NUVEGAN CAFE & CATERING,8150 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"8150 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3016099,2018,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,DUNKIN DONUTS,4211 KNOX,COLLEGE PARK,20740,April 01 2019,0,"4211 KNOX COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012433,2019,FIRW,CALATLANTIC GROUP INC FIRE,4737 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"2,500","4737 CHEROKEE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3012104,2016,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,TOWN HALL RESTAURANT,8135 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"8135 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3005356,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,JASON'S DELI,7356 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"7356 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3007105,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,AROY THAI RESTAURANT,4511 COLLEGE,COLLEGE PARK,20740,April 01 2019,0,"4511 COLLEGE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3012662,2015,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,CASEYS COFFEE,3711 CAMPUS,COLLEGE PARK,20740,April 01 2019,0,"3711 CAMPUS COLLEGE PARK,MD 20740"
Health Permit,DPIE,3012563,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,KFC-KO71141,6101 GREENBELT,COLLEGE PARK,20740,April 01 2019,0,"6101 GREENBELT COLLEGE PARK,MD 20740"
Health Permit,DPIE,3012065,2017,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,MILKBOY ARTHOUSE,7416 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"7416 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3009374,2015,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,KUNG FU TEA,7313 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"7313 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3010924,2015,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,COLLEGE PARK HOTEL & SUITES,9020 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"9020 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3006189,2017,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,MOOSE CREEK STEAKHOUSE,10000 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"10000 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982683,2018,TGU,COLLEGE PARK - CALATLANTIC - ARCADIA MODEL - #TH-30,4753 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"250,000","4753 CHEROKEE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3010912,2018,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,PAISANOS COLLEGE PARK,7201 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"7201 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3006191,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,CHIPOTLE MEXICAN GRILL,10250 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"10250 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3005938,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,BUFFALO WILD WINGS,10240 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"10240 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3004913,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,DENNY'S RESTAURANT,8424 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"8424 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012431,2019,FIRW,CALATLANTIC GROUP INC FIRE,4733 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"2,500","4733 CHEROKEE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3009193,2018,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,VIGILANTE COFFEE,8200 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"8200 BALTIMORE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3011642,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,NEW YORK DELI,4926 EDGEWOOD,COLLEGE PARK,20740,April 01 2019,0,"4926 EDGEWOOD COLLEGE PARK,MD 20740"
Health Permit,DPIE,3012815,2018,FOOD SERVICE FACILITY -> MODERATE HACCP PRIORITY,GOOD UNCLE,5110 ROANOKE,COLLEGE PARK,20740,April 01 2019,0,"5110 ROANOKE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012432,2019,FIRW,CALATLANTIC GROUP INC FIRE,4735 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"2,500","4735 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982678,2018,TGU,COLLEGE PARK - CALATLANTIC - ARCADIA MODEL - #TH-30,4743 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"250,000","4743 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012435,2019,FIRW,CALATLANTIC GROUP INC FIRE,4741 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"2,500","4741 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982682,2018,TGU,COLLEGE PARK - CALATLANTIC - ARCADIA MODEL - #TH-30,4751 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"250,000","4751 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012434,2019,FIRW,CALATLANTIC GROUP INC FIRE,4739 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"2,500","4739 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2992672,2018,SGU,YIZAR NEW SINGLE FAMILY,4714 HOWARD,COLLEGE PARK,20740,April 01 2019,"350,000","4714 HOWARD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3012430,2019,FIRW,CALATLANTIC GROUP INC FIRE,4731 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"2,500","4731 CHEROKEE COLLEGE PARK,MD 20740"
Health Permit,DPIE,3017159,2015,FOOD SERVICE FACILITY -> HIGH HACCP PRIORITY,TEN REN'S TEA TIME,7418 BALTIMORE,COLLEGE PARK,20740,April 01 2019,0,"7418 BALTIMORE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982681,2018,TGU,COLLEGE PARK - CALATLANTIC - ARCADIA MODEL - #TH-30,4749 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"250,000","4749 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,2982679,2018,TGU,COLLEGE PARK - CALATLANTIC - ARCADIA MODEL - #TH-30,4745 CHEROKEE,COLLEGE PARK,20740,April 01 2019,"250,000","4745 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3013488,2019,DPIE ER,"3013488 L.V. Electric, LLC.",5801 VERNON,College Park,20740,April 02 2019,0,"5801 VERNON College Park,MD 20740"
Building Permit,DPIE,3013369,2019,DPIE Online MECC,3013369,3723 MARLBROUGH,COLLEGE PARK,20740,April 02 2019,"6,516","3723 MARLBROUGH COLLEGE PARK,MD 20740"
Building Permit,DPIE,3013502,2019,DPIE Online MECC,3013502,4713 CHEROKEE,COLLEGE PARK,20740,April 02 2019,"11,419.53","4713 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3013505,2019,DPIE Online MECC,3013505,4715 CHEROKEE,COLLEGE PARK,20740,April 02 2019,"11,419.53","4715 CHEROKEE COLLEGE PARK,MD 20740"
Building Permit,DPIE,3013437,2019,DPIE ER,3013437 DMV Electrical Professionals Inc.,4804 EDGEWOOD,COLLEGE PARK,20740,April 02 2019,0,"4804 EDGEWOOD COLLEGE PARK,MD 20740"
Building Permit,DPIE,3013510,2019,DPIE Online MECC,3013510,4719 CHEROKEE,COLLEGE PARK,20740,April 02 2019,"11,419.53","4719 CHEROKEE COLLEGE PARK,MD 20740"
